crashid,state,month,year,dayweek,time,crashtype,numberfatalities,businvolvement,heavyrigidtruckinvolvement,articulatedtruckinvolvement,speedlimit,nationalremotenessareas,sa4name2016,nationallganame2017,nationalroadtype,christmasperiod,easterperiod,dayofweek,timeofday
19932189,Vic,7,1993,Thursday,12.25,Multiple,1,No,No,Yes,80,,,,,No,No,Weekday,Day
19932191,Vic,7,1993,Monday,11.50,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19934144,SA,7,1993,Thursday,17.35,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933018,Qld,7,1993,Monday,13.00,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19932079,Vic,7,1993,Saturday,23.40,Single,1,No,No,No,90,,,,,No,No,Weekend,Night
19935089,WA,7,1993,Sunday,1.40,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19932143,Vic,7,1993,Friday,20.45,Single,1,No,No,No,90,,,,,No,No,Weekend,Night
19931074,NSW,7,1993,Friday,18.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19931406,NSW,7,1993,Thursday,18.10,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932228,Vic,7,1993,Saturday,1.17,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19932213,Vic,7,1993,Saturday,19.50,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19931186,NSW,7,1993,Wednesday,21.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931189,NSW,7,1993,Thursday,19.40,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932104,Vic,7,1993,Thursday,22.19,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19933195,Qld,7,1993,Thursday,22.00,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19935066,WA,7,1993,Friday,0.40,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932145,Vic,7,1993,Sunday,13.32,Single,1,No,No,No,60,,,,,No,No,Weekend,Day
19931341,NSW,7,1993,Thursday,12.40,Single,1,No,-9,No,70,,,,,No,No,Weekday,Day
19935039,WA,7,1993,Monday,10.10,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933167,Qld,7,1993,Monday,15.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931342,NSW,7,1993,Monday,13.36,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931023,NSW,7,1993,Monday,17.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931209,NSW,7,1993,Friday,12.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931262,NSW,7,1993,Wednesday,14.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931456,NSW,7,1993,Wednesday,13.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931292,NSW,7,1993,Friday,6.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932013,Vic,7,1993,Friday,18.40,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19932329,Vic,6,1993,Sunday,6.35,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19931317,NSW,6,1993,Saturday,8.50,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19933214,Qld,6,1993,Sunday,16.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19932326,Vic,6,1993,Wednesday,20.50,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Night
19932152,Vic,6,1993,Tuesday,18.50,Single,1,No,No,No,75,,,,,No,No,Weekday,Night
19932103,Vic,6,1993,Saturday,20.00,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19932107,Vic,6,1993,Saturday,2.35,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19931356,NSW,6,1993,Friday,23.55,Single,2,No,-9,No,60,,,,,No,No,Weekend,Night
19931098,NSW,6,1993,Sunday,18.30,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931268,NSW,6,1993,Friday,20.50,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932209,Vic,6,1993,Sunday,5.35,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Night
19932071,Vic,6,1993,Sunday,1.00,Multiple,1,No,No,No,-9,,,,,No,No,Weekend,Night
19936034,Tas,6,1993,Sunday,2.25,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933286,Qld,6,1993,Friday,18.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19931048,NSW,6,1993,Saturday,3.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932162,Vic,6,1993,Saturday,22.30,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19932166,Vic,6,1993,Saturday,22.00,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19934071,SA,6,1993,Saturday,3.25,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19931101,NSW,6,1993,Saturday,20.55,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19937032,NT,6,1993,Friday,22.00,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19936041,Tas,6,1993,Monday,4.50,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19935111,WA,6,1993,Saturday,0.30,Single,2,No,-9,No,90,,,,,No,No,Weekend,Night
19934060,SA,6,1993,Saturday,23.00,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19933075,Qld,6,1993,Saturday,20.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931134,NSW,6,1993,Sunday,1.30,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19932022,Vic,6,1993,Saturday,1.40,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
19931179,NSW,6,1993,Friday,18.00,Multiple,2,No,-9,No,100,,,,,No,No,Weekend,Night
19935162,WA,6,1993,Friday,22.20,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekend,Night
19932245,Vic,6,1993,Wednesday,20.30,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19933147,Qld,6,1993,Wednesday,4.00,Single,4,No,-9,No,60,,,,,No,No,Weekday,Night
19933138,Qld,6,1993,Monday,21.00,Multiple,1,No,-9,Yes,80,,,,,No,No,Weekday,Night
19935127,WA,6,1993,Tuesday,19.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19933303,Qld,6,1993,Monday,23.00,Single,2,No,-9,No,60,,,,,No,No,Weekday,Night
19934106,SA,6,1993,Thursday,20.35,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931015,NSW,6,1993,Tuesday,2.50,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19934146,SA,6,1993,Thursday,23.40,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931426,NSW,6,1993,Thursday,20.45,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19933309,Qld,6,1993,Monday,19.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Night
19938011,ACT,6,1993,Thursday,4.40,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Night
19937036,NT,6,1993,Friday,3.00,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Night
19932371,Vic,6,1993,Tuesday,0.25,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Night
19932188,Vic,6,1993,Wednesday,22.15,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19932132,Vic,6,1993,Thursday,23.30,Multiple,2,No,No,No,75,,,,,No,No,Weekday,Night
19933289,Qld,6,1993,Tuesday,18.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Night
19931014,NSW,6,1993,Tuesday,2.40,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19933052,Qld,6,1993,Saturday,10.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19937016,NT,6,1993,Saturday,16.00,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Day
19934045,SA,6,1993,Saturday,10.10,Single,1,No,-9,Yes,60,,,,,No,No,Weekend,Day
19934150,SA,6,1993,Saturday,10.05,Single,1,No,-9,No,110,,,,,No,No,Weekend,Day
19933062,Qld,6,1993,Sunday,13.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19931508,NSW,6,1993,Saturday,12.45,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19932070,Vic,6,1993,Sunday,11.12,Multiple,2,No,No,No,100,,,,,No,No,Weekend,Day
19931018,NSW,6,1993,Saturday,15.35,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19931297,NSW,6,1993,Sunday,6.30,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19931450,NSW,6,1993,Sunday,17.40,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Day
19931329,NSW,6,1993,Sunday,14.55,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19934113,SA,6,1993,Saturday,9.20,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19934103,SA,6,1993,Sunday,17.30,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekend,Day
19931060,NSW,6,1993,Sunday,12.32,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19932094,Vic,6,1993,Tuesday,17.15,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19931338,NSW,6,1993,Thursday,12.55,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19933143,Qld,6,1993,Wednesday,9.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19934091,SA,6,1993,Friday,13.25,Multiple,1,No,-9,No,90,,,,,No,No,Weekday,Day
19931343,NSW,6,1993,Monday,12.30,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Day
19932247,Vic,6,1993,Wednesday,10.25,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19935181,WA,6,1993,Friday,7.45,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19931009,NSW,6,1993,Monday,17.10,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933256,Qld,6,1993,Friday,8.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19937023,NT,6,1993,Friday,17.00,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19933078,Qld,6,1993,Wednesday,6.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19932274,Vic,6,1993,Friday,8.55,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19933272,Qld,6,1993,Thursday,8.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932293,Vic,6,1993,Wednesday,12.20,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19932046,Vic,6,1993,Friday,6.20,Single,1,No,No,Yes,110,,,,,No,No,Weekday,Day
19933278,Qld,6,1993,Wednesday,6.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931058,NSW,6,1993,Monday,9.30,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19935068,WA,6,1993,Friday,14.15,Single,2,No,-9,No,110,,,,,No,No,Weekday,Day
19931226,NSW,6,1993,Tuesday,8.20,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931491,NSW,6,1993,Thursday,16.14,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19933034,Qld,6,1993,Monday,8.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19934064,SA,6,1993,Tuesday,15.15,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19933307,Qld,6,1993,Thursday,9.00,Multiple,2,No,-9,No,60,,,,,No,No,Weekday,Day
19931091,NSW,6,1993,Wednesday,11.10,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19935075,WA,6,1993,Tuesday,14.30,Multiple,1,Yes,-9,No,80,,,,,No,No,Weekday,Day
19933213,Qld,6,1993,Monday,6.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19932086,Vic,6,1993,Wednesday,12.30,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19933042,Qld,6,1993,Tuesday,17.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931473,NSW,6,1993,Tuesday,17.55,Multiple,1,No,-9,No,90,,,,,No,No,Weekday,Day
19933216,Qld,6,1993,Thursday,17.00,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19932118,Vic,6,1993,Tuesday,15.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19931460,NSW,6,1993,Monday,13.55,Multiple,1,No,-9,Yes,80,,,,,No,No,Weekday,Day
19935163,WA,6,1993,Thursday,6.45,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19931256,NSW,6,1993,Monday,16.40,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932197,Vic,6,1993,Monday,15.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19932075,Vic,6,1993,Monday,6.06,Single,1,No,No,No,90,,,,,No,No,Weekday,Day
19935186,WA,6,1993,Tuesday,6.05,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19931130,NSW,6,1993,Friday,9.45,Multiple,1,No,-9,No,90,,,,,No,No,Weekday,Day
19933196,Qld,6,1993,Tuesday,11.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932010,Vic,6,1993,Wednesday,8.50,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19931219,NSW,6,1993,Tuesday,9.30,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933232,Qld,6,1993,Wednesday,17.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931144,NSW,6,1993,Thursday,17.45,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19931453,NSW,6,1993,Monday,16.10,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931425,NSW,6,1993,Wednesday,13.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19937019,NT,6,1993,Saturday,20.10,Single,1,No,-9,Yes,-9,,,,,No,No,Weekend,Night
19933341,Qld,6,1993,Sunday,3.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19933332,Qld,6,1993,Sunday,2.00,Single,1,No,-9,No,70,,,,,No,No,Weekend,Night
19931264,NSW,6,1993,Friday,23.55,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19933159,Qld,6,1993,Saturday,2.00,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19932199,Vic,6,1993,Friday,19.05,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19931325,NSW,6,1993,Friday,21.45,Single,1,No,-9,No,70,,,,,No,No,Weekend,Night
19935084,WA,6,1993,Friday,20.50,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19935117,WA,6,1993,Thursday,23.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19934109,SA,6,1993,Thursday,18.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931495,NSW,6,1993,Wednesday,19.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931270,NSW,6,1993,Tuesday,19.35,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932014,Vic,6,1993,Friday,0.30,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19932287,Vic,6,1993,Saturday,17.44,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19931257,NSW,6,1993,Saturday,17.30,Single,1,Yes,-9,No,60,,,,,No,No,Weekend,Day
19934096,SA,6,1993,Wednesday,7.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932187,Vic,6,1993,Friday,16.45,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19934073,SA,6,1993,Tuesday,13.55,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931440,NSW,6,1993,Wednesday,15.40,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19933354,Qld,6,1993,Monday,9.00,Single,1,No,-9,No,80,,,,,No,No,Weekday,Day
19935060,WA,6,1993,Tuesday,8.41,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931509,NSW,6,1993,Friday,17.25,Single,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19932281,Vic,6,1993,Tuesday,13.20,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19935151,WA,6,1993,Tuesday,17.48,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19935010,WA,6,1993,Wednesday,17.50,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19935025,WA,6,1993,Tuesday,10.25,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932111,Vic,6,1993,Wednesday,12.30,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19934029,SA,6,1993,Thursday,9.50,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931294,NSW,6,1993,Monday,8.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933282,Qld,6,1993,Friday,19.00,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekend,Night
19933193,Qld,6,1993,Wednesday,17.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932081,Vic,5,1993,Sunday,15.17,Multiple,1,No,No,No,75,,,,,No,No,Weekend,Day
19933104,Qld,5,1993,Sunday,13.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19933231,Qld,5,1993,Saturday,10.00,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekend,Day
19934044,SA,5,1993,Sunday,2.50,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19932042,Vic,5,1993,Friday,19.45,Multiple,3,No,No,No,100,,,,,No,No,Weekend,Night
19931068,NSW,5,1993,Saturday,18.50,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933111,Qld,5,1993,Sunday,18.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933271,Qld,5,1993,Sunday,3.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19932339,Vic,5,1993,Sunday,2.30,Multiple,2,No,No,No,60,,,,,No,No,Weekend,Night
19935103,WA,5,1993,Saturday,1.30,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19931217,NSW,5,1993,Sunday,22.25,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19933036,Qld,5,1993,Saturday,18.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19932034,Vic,5,1993,Saturday,21.35,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
19934001,SA,5,1993,Sunday,4.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19935190,WA,5,1993,Friday,23.30,Single,2,No,-9,No,80,,,,,No,No,Weekend,Night
19931254,NSW,5,1993,Sunday,2.40,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19931236,NSW,5,1993,Friday,19.45,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931033,NSW,5,1993,Saturday,3.30,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19931196,NSW,5,1993,Friday,18.30,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19932156,Vic,5,1993,Friday,20.42,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19932025,Vic,5,1993,Saturday,4.55,Single,1,No,No,No,110,,,,,No,No,Weekend,Night
19934125,SA,5,1993,Sunday,19.40,Single,2,No,-9,No,80,,,,,No,No,Weekend,Night
19931357,NSW,5,1993,Saturday,2.20,Single,1,No,-9,Yes,100,,,,,No,No,Weekend,Night
19935077,WA,5,1993,Saturday,18.30,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19935160,WA,5,1993,Thursday,22.40,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Night
19932302,Vic,5,1993,Wednesday,22.20,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19931139,NSW,5,1993,Friday,2.40,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19932280,Vic,5,1993,Monday,19.50,Multiple,1,No,No,No,75,,,,,No,No,Weekday,Night
19933337,Qld,5,1993,Monday,18.00,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19934110,SA,5,1993,Wednesday,22.50,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19935144,WA,5,1993,Thursday,18.20,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Night
19933103,Qld,5,1993,Thursday,22.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19932006,Vic,5,1993,Tuesday,2.20,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19934119,SA,5,1993,Monday,23.25,Single,2,No,-9,No,60,,,,,No,No,Weekday,Night
19932036,Vic,5,1993,Tuesday,22.40,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19931201,NSW,5,1993,Wednesday,22.20,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Night
19933056,Qld,5,1993,Thursday,1.00,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19933320,Qld,5,1993,Tuesday,5.00,Multiple,2,No,-9,No,100,,,,,No,No,Weekday,Night
19933306,Qld,5,1993,Thursday,21.00,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19933124,Qld,5,1993,Thursday,1.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19932087,Vic,5,1993,Tuesday,18.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19931420,NSW,5,1993,Wednesday,5.25,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19935011,WA,5,1993,Friday,2.30,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19932198,Vic,5,1993,Tuesday,18.40,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Night
19936018,Tas,5,1993,Sunday,15.10,Multiple,2,No,-9,No,100,,,,,No,No,Weekend,Day
19933028,Qld,5,1993,Sunday,16.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19932125,Vic,5,1993,Sunday,12.15,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19934148,SA,5,1993,Saturday,15.50,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19931119,NSW,5,1993,Sunday,10.35,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19936030,Tas,5,1993,Sunday,7.30,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19932288,Vic,5,1993,Sunday,9.00,Single,2,No,No,No,100,,,,,No,No,Weekend,Day
19935156,WA,5,1993,Saturday,12.00,Multiple,1,Yes,-9,No,60,,,,,No,No,Weekend,Day
19932233,Vic,5,1993,Sunday,6.15,Single,1,No,No,No,60,,,,,No,No,Weekend,Day
19934188,SA,5,1993,Sunday,15.00,Multiple,2,No,-9,No,100,,,,,No,No,Weekend,Day
19932015,Vic,5,1993,Saturday,15.10,Multiple,1,No,No,No,75,,,,,No,No,Weekend,Day
19935175,WA,5,1993,Saturday,16.30,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Day
19935012,WA,5,1993,Sunday,15.40,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19931367,NSW,5,1993,Sunday,11.45,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Day
19932242,Vic,5,1993,Sunday,10.00,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19933349,Qld,5,1993,Saturday,12.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19931330,NSW,5,1993,Saturday,6.10,Single,1,No,-9,Yes,90,,,,,No,No,Weekend,Day
19935135,WA,5,1993,Sunday,15.00,Single,1,No,-9,Yes,90,,,,,No,No,Weekend,Day
19933171,Qld,5,1993,Sunday,15.00,Single,2,No,-9,No,60,,,,,No,No,Weekend,Day
19931301,NSW,5,1993,Saturday,8.55,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19934068,SA,5,1993,Wednesday,8.25,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19932322,Vic,5,1993,Wednesday,12.24,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19931218,NSW,5,1993,Wednesday,7.25,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931389,NSW,5,1993,Wednesday,8.10,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19932160,Vic,5,1993,Monday,17.08,Multiple,2,No,No,No,60,,,,,No,No,Weekday,Day
19934126,SA,5,1993,Tuesday,16.15,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19935030,WA,5,1993,Friday,16.20,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19934042,SA,5,1993,Monday,12.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19931283,NSW,5,1993,Friday,12.15,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19934165,SA,5,1993,Monday,15.30,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19932028,Vic,5,1993,Monday,11.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19935114,WA,5,1993,Wednesday,10.30,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19931221,NSW,5,1993,Monday,6.20,Multiple,2,No,-9,No,110,,,,,No,No,Weekday,Day
19932096,Vic,5,1993,Friday,6.30,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19932131,Vic,5,1993,Thursday,16.45,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19932249,Vic,5,1993,Tuesday,16.40,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19932164,Vic,5,1993,Friday,14.55,Multiple,1,No,No,Yes,100,,,,,No,No,Weekday,Day
19932353,Vic,5,1993,Friday,17.10,Multiple,2,No,No,Yes,100,,,,,No,No,Weekday,Day
19931175,NSW,5,1993,Thursday,16.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19935104,WA,5,1993,Tuesday,7.10,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19935097,WA,5,1993,Friday,7.00,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19931006,NSW,5,1993,Thursday,10.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931043,NSW,5,1993,Thursday,16.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931078,NSW,5,1993,Tuesday,10.05,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19934173,SA,5,1993,Friday,14.00,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekday,Day
19935106,WA,5,1993,Thursday,12.50,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932040,Vic,5,1993,Thursday,17.00,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
19932340,Vic,5,1993,Friday,15.45,Multiple,1,No,No,Yes,75,,,,,No,No,Weekday,Day
19933347,Qld,5,1993,Friday,14.00,Multiple,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19931375,NSW,5,1993,Tuesday,14.20,Multiple,1,No,-9,Yes,70,,,,,No,No,Weekday,Day
19934123,SA,5,1993,Wednesday,15.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931021,NSW,5,1993,Thursday,15.37,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932300,Vic,5,1993,Monday,16.40,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19931315,NSW,5,1993,Monday,7.10,Multiple,1,No,-9,Yes,80,,,,,No,No,Weekday,Day
19935155,WA,5,1993,Thursday,15.00,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19932090,Vic,5,1993,Tuesday,7.45,Single,2,No,No,No,100,,,,,No,No,Weekday,Day
19931105,NSW,5,1993,Thursday,17.30,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Day
