crashid,state,month,year,dayweek,time,crashtype,numberfatalities,businvolvement,heavyrigidtruckinvolvement,articulatedtruckinvolvement,speedlimit,nationalremotenessareas,sa4name2016,nationallganame2017,nationalroadtype,christmasperiod,easterperiod,dayofweek,timeofday
20172212,Vic,7,2017,Saturday,15.00,Single,1,No,No,No,100,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National or State Highway,No,No,Weekend,Day
20173144,Qld,7,2017,Sunday,15.00,Single,2,No,No,No,100,,,,,No,No,Weekend,Day
20171087,NSW,7,2017,Saturday,6.22,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Parramatta,Canterbury-Bankstown,Collector Road,No,No,Weekend,Day
20171171,NSW,7,2017,Saturday,7.20,Multiple,1,No,No,No,110,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway,No,No,Weekend,Day
20171314,NSW,7,2017,Sunday,16.35,Single,1,No,No,No,110,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,Weekend,Day
20172106,Vic,7,2017,Sunday,16.25,Multiple,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Collector Road,No,No,Weekend,Day
20177019,NT,7,2017,Sunday,9.07,Single,1,No,No,No,110,Remote Australia,Northern Territory - Outback,MacDonnell (R),Sub-arterial Road,No,No,Weekend,Day
20172084,Vic,7,2017,Thursday,14.45,Multiple,1,No,Yes,Yes,100,Major Cities of Australia,Melbourne - North West,Hume (C),National or State Highway,No,No,Weekday,Day
20171335,NSW,7,2017,Friday,8.11,Multiple,1,No,No,No,50,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,Weekday,Day
20171239,NSW,7,2017,Tuesday,10.55,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,Weekday,Day
20173079,Qld,7,2017,Thursday,13.00,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20173154,Qld,7,2017,Tuesday,12.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
20175081,WA,7,2017,Tuesday,9.00,Multiple,1,No,No,No,50,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie/Boulder (C),Local Road,No,No,Weekday,Day
20171050,NSW,7,2017,Tuesday,13.10,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Arterial Road,No,No,Weekday,Day
20172186,Vic,7,2017,Thursday,7.26,Multiple,1,No,Yes,No,100,Inner Regional Australia,Geelong,Greater Geelong (C),Arterial Road,No,No,Weekday,Day
20175104,WA,7,2017,Wednesday,13.15,Single,1,No,No,No,110,Inner Regional Australia,Western Australia - Wheat Belt,Northam (S),Local Road,No,No,Weekday,Day
20172144,Vic,7,2017,Monday,17.10,Multiple,1,No,Yes,No,100,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Arterial Road,No,No,Weekday,Day
20173146,Qld,7,2017,Monday,13.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
20172189,Vic,7,2017,Thursday,6.45,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,Weekday,Day
20171219,NSW,7,2017,Monday,11.20,Multiple,1,No,No,Yes,80,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Arterial Road,No,No,Weekday,Day
20174004,SA,7,2017,Thursday,14.32,Multiple,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Arterial Road,No,No,Weekday,Day
20171110,NSW,7,2017,Thursday,17.10,Single,1,No,No,No,80,Outer Regional Australia,New England and North West,Glen Innes Severn,Local Road,No,No,Weekday,Day
20173093,Qld,7,2017,Monday,11.00,Single,1,No,No,No,40,,,,,No,No,Weekday,Day
20171289,NSW,7,2017,Monday,12.30,Single,1,No,No,No,80,Inner Regional Australia,Richmond - Tweed,Byron,Arterial Road,No,No,Weekday,Day
20173207,Qld,7,2017,Thursday,6.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
20171229,NSW,7,2017,Monday,7.20,Multiple,1,No,Yes,No,100,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road,No,No,Weekday,Day
20171071,NSW,7,2017,Monday,8.20,Single,1,No,No,No,110,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,Weekday,Day
20172238,Vic,7,2017,Monday,10.00,Single,1,No,No,No,40,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Local Road,No,No,Weekday,Day
20171148,NSW,7,2017,Thursday,12.45,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - South West,Fairfield,Local Road,No,No,Weekday,Day
20171307,NSW,7,2017,Friday,15.50,Single,1,No,No,No,110,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway,No,No,Weekday,Day
20171318,NSW,7,2017,Monday,17.10,Multiple,1,No,Yes,No,70,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,No,No,Weekday,Day
20172049,Vic,7,2017,Tuesday,15.35,Single,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,Weekday,Day
20175031,WA,7,2017,Thursday,17.50,Multiple,1,No,No,No,60,Major Cities of Australia,Mandurah,Mandurah (C),Local Road,No,No,Weekday,Day
20173199,Qld,7,2017,Friday,10.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
20175016,WA,7,2017,Friday,15.50,Single,1,No,No,No,50,Major Cities of Australia,Perth - South West,Rockingham (C),Local Road,No,No,Weekday,Day
20171145,NSW,7,2017,Wednesday,13.05,Multiple,2,No,No,Yes,40,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,Weekday,Day
20174027,SA,7,2017,Wednesday,13.45,Multiple,1,No,No,Yes,80,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),National or State Highway,No,No,Weekday,Day
20174043,SA,7,2017,Monday,12.08,Multiple,1,No,No,No,110,Inner Regional Australia,Barossa - Yorke - Mid North,Mallala (DC),National or State Highway,No,No,Weekday,Day
20172126,Vic,7,2017,Monday,9.55,Multiple,1,No,Yes,No,50,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Arterial Road,No,No,Weekday,Day
20175133,WA,7,2017,Monday,16.20,Single,1,No,No,No,80,Major Cities of Australia,Perth - South West,Cockburn (C),Arterial Road,No,No,Weekday,Day
20171132,NSW,7,2017,Thursday,17.40,Multiple,1,No,No,No,100,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road,No,No,Weekday,Day
20173153,Qld,7,2017,Tuesday,11.00,Single,1,No,No,No,80,,,,,No,No,Weekday,Day
20171230,NSW,7,2017,Friday,19.10,Single,1,No,No,No,70,Major Cities of Australia,Sydney - Ryde,Ryde,Arterial Road,No,No,Weekend,Night
20172216,Vic,7,2017,Sunday,19.10,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Yarra (C),Local Road,No,No,Weekend,Night
20172005,Vic,7,2017,Friday,22.44,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Banyule (C),Arterial Road,No,No,Weekend,Night
20174075,SA,7,2017,Tuesday,19.10,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - South,Holdfast Bay (C),Collector Road,No,No,Weekday,Night
20171037,NSW,7,2017,Wednesday,4.15,Single,1,No,No,No,100,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway,No,No,Weekday,Night
20171333,NSW,7,2017,Thursday,9.40,Single,1,No,No,No,40,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road,No,No,Weekday,Day
20171056,NSW,7,2017,Tuesday,7.50,Single,1,No,Yes,No,50,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,Weekday,Day
20171189,NSW,7,2017,Tuesday,14.55,Single,1,No,No,No,50,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Collector Road,No,No,Weekday,Day
20171245,NSW,7,2017,Tuesday,14.30,Single,1,No,No,No,60,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,Weekday,Day
20172122,Vic,7,2017,Tuesday,17.39,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Arterial Road,No,No,Weekday,Day
20174064,SA,7,2017,Friday,11.20,Single,1,No,Yes,No,50,Major Cities of Australia,Adelaide - North,Gawler (T),Local Road,No,No,Weekday,Day
20172070,Vic,7,2017,Friday,6.40,Single,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner East,Boroondara (C),Local Road,No,No,Weekday,Day
20174005,SA,7,2017,Tuesday,8.40,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - West,West Torrens (C),National or State Highway,No,No,Weekday,Day
20174076,SA,7,2017,Saturday,4.00,Multiple,1,No,No,Yes,50,Major Cities of Australia,Adelaide - North,Salisbury (C),Local Road,No,No,Weekend,Night
20171157,NSW,7,2017,Saturday,21.45,Multiple,1,No,No,Yes,110,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,Weekend,Night
20171227,NSW,7,2017,Saturday,13.44,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,Weekend,Day
20173037,Qld,7,2017,Thursday,17.00,Multiple,1,No,Yes,No,50,,,,,No,No,Weekday,Day
20171060,NSW,7,2017,Wednesday,15.50,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Ryde,Ryde,Local Road,No,No,Weekday,Day
20173023,Qld,6,2017,Saturday,2.00,Multiple,3,Yes,No,Yes,100,,,,,No,No,Weekend,Night
20171342,NSW,6,2017,Sunday,15.18,Single,1,No,No,Yes,100,Outer Regional Australia,Central West,Warrumbungle,National or State Highway,No,No,Weekend,Day
20175063,WA,6,2017,Saturday,8.08,Multiple,1,No,Yes,Yes,80,Major Cities of Australia,Perth - South West,Kwinana (C),Local Road,No,No,Weekend,Day
20171017,NSW,6,2017,Wednesday,18.10,Single,2,No,No,No,40,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,Weekday,Night
20171117,NSW,6,2017,Tuesday,18.09,Single,1,No,No,No,50,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road,No,No,Weekday,Night
20173119,Qld,6,2017,Sunday,1.00,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
20174020,SA,6,2017,Sunday,23.40,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-arterial Road,No,No,Weekend,Night
20171184,NSW,6,2017,Saturday,0.10,Single,1,No,No,No,100,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road,No,No,Weekend,Night
20175111,WA,6,2017,Friday,18.20,Single,1,No,No,No,100,Outer Regional Australia,Western Australia - Wheat Belt,Beverley (S),National or State Highway,No,No,Weekend,Night
20172071,Vic,6,2017,Sunday,23.03,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Darebin (C),Local Road,No,No,Weekend,Night
20171109,NSW,6,2017,Monday,2.25,Single,1,No,No,No,110,Outer Regional Australia,Murray,Greater Hume,National or State Highway,No,No,Weekend,Night
20173009,Qld,6,2017,Saturday,18.00,Multiple,1,No,No,No,70,,,,,No,No,Weekend,Night
20171296,NSW,6,2017,Saturday,20.50,Single,1,No,No,No,100,Outer Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Arterial Road,No,No,Weekend,Night
20171226,NSW,6,2017,Sunday,2.00,Multiple,2,No,No,No,50,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,Weekend,Night
20176026,Tas,6,2017,Sunday,19.10,Multiple,1,No,Yes,No,50,Inner Regional Australia,Hobart,Clarence (C),Local Road,No,No,Weekend,Night
20173085,Qld,6,2017,Saturday,23.00,Multiple,1,No,No,Yes,100,,,,,No,No,Weekend,Night
20171269,NSW,6,2017,Saturday,3.11,Multiple,1,Yes,No,No,40,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road,No,No,Weekend,Night
20171149,NSW,6,2017,Sunday,18.45,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,Weekend,Night
20173110,Qld,6,2017,Friday,0.00,Single,2,No,No,No,60,,,,,No,No,Weekday,Night
20176022,Tas,6,2017,Thursday,21.00,Multiple,1,No,No,No,50,Inner Regional Australia,Hobart,Hobart (C),Local Road,No,No,Weekday,Night
20174010,SA,6,2017,Thursday,0.40,Single,2,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National or State Highway,No,No,Weekday,Night
20173116,Qld,6,2017,Thursday,0.00,Single,1,No,No,No,80,,,,,No,No,Weekday,Night
20177002,NT,6,2017,Wednesday,23.15,Single,1,No,No,No,80,Outer Regional Australia,Darwin,Litchfield (M),Sub-arterial Road,No,No,Weekday,Night
20173183,Qld,6,2017,Tuesday,23.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20171202,NSW,6,2017,Thursday,1.35,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road,No,No,Weekday,Night
20173065,Qld,6,2017,Thursday,20.00,Single,1,No,No,No,80,,,,,No,No,Weekday,Night
20173012,Qld,6,2017,Saturday,7.00,Multiple,1,No,No,No,50,,,,,No,No,Weekend,Day
20177003,NT,6,2017,Sunday,16.06,Single,2,No,No,No,80,Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road,No,No,Weekend,Day
20172007,Vic,6,2017,Sunday,11.00,Multiple,1,No,No,No,80,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Collector Road,No,No,Weekend,Day
20171328,NSW,6,2017,Sunday,16.30,Single,1,No,No,No,100,Inner Regional Australia,Central West,Orange,Sub-arterial Road,No,No,Weekend,Day
20174018,SA,6,2017,Saturday,12.55,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Salisbury (C),Collector Road,No,No,Weekend,Day
20174082,SA,6,2017,Saturday,15.02,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Mitcham (C),Sub-arterial Road,No,No,Weekend,Day
20171007,NSW,6,2017,Saturday,15.30,Single,1,No,No,No,70,Outer Regional Australia,Mid North Coast,Kempsey,Local Road,No,No,Weekend,Day
20171305,NSW,6,2017,Sunday,12.48,Single,1,No,No,No,100,Outer Regional Australia,Central West,Warrumbungle,National or State Highway,No,No,Weekend,Day
20171051,NSW,6,2017,Saturday,10.00,Single,1,No,No,No,100,Outer Regional Australia,Murray,Berrigan,Local Road,No,No,Weekend,Day
20171286,NSW,6,2017,Sunday,14.25,Multiple,1,No,No,No,80,Outer Regional Australia,Riverina,Griffith,Local Road,No,No,Weekend,Day
20176014,Tas,6,2017,Sunday,8.07,Single,1,No,No,No,110,Inner Regional Australia,Launceston and North East,Launceston (C),National or State Highway,No,No,Weekend,Day
20175070,WA,6,2017,Sunday,8.52,Multiple,1,No,No,No,110,,,,,No,No,Weekend,Day
20173113,Qld,6,2017,Saturday,12.00,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
20173026,Qld,6,2017,Saturday,15.00,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Day
20174009,SA,6,2017,Friday,17.50,Single,1,No,No,No,100,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-arterial Road,No,No,Weekday,Day
20175147,WA,6,2017,Friday,17.17,Multiple,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),National or State Highway,No,No,Weekday,Day
20172050,Vic,6,2017,Wednesday,10.30,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-arterial Road,No,No,Weekday,Day
20171235,NSW,6,2017,Wednesday,10.00,Single,1,No,No,No,80,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,Weekday,Day
20171244,NSW,6,2017,Thursday,14.10,Multiple,1,No,No,No,60,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road,No,No,Weekday,Day
20171200,NSW,6,2017,Thursday,6.55,Multiple,1,No,No,Yes,60,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,Weekday,Day
20171039,NSW,6,2017,Friday,13.37,Multiple,1,No,Yes,No,60,Major Cities of Australia,Sydney - Parramatta,Parramatta,Local Road,No,No,Weekday,Day
20175095,WA,6,2017,Friday,17.30,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20173016,Qld,6,2017,Monday,14.00,Single,1,No,No,No,80,,,,,No,No,Weekday,Day
20174002,SA,6,2017,Friday,17.30,Multiple,1,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie City and Dists (M),National or State Highway,No,No,Weekday,Day
20177010,NT,6,2017,Friday,12.27,Multiple,1,No,No,No,100,Outer Regional Australia,Darwin,Litchfield (M),Sub-arterial Road,No,No,Weekday,Day
20173129,Qld,6,2017,Monday,16.00,Multiple,1,No,Yes,No,80,,,,,No,No,Weekday,Day
20172127,Vic,6,2017,Thursday,17.10,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No,Weekday,Day
20171262,NSW,6,2017,Wednesday,12.00,Single,1,No,No,No,100,Inner Regional Australia,Central West,Bathurst Regional,Arterial Road,No,No,Weekday,Day
20175006,WA,6,2017,Monday,12.45,Multiple,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No,Weekday,Day
20176029,Tas,6,2017,Friday,8.30,Multiple,1,No,No,Yes,60,Outer Regional Australia,South East,Derwent Valley (M),Sub-arterial Road,No,No,Weekday,Day
20175061,WA,6,2017,Thursday,13.45,Single,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Broome (S),Local Road,No,No,Weekday,Day
20172176,Vic,6,2017,Tuesday,15.35,Multiple,3,Yes,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-arterial Road,No,No,Weekday,Day
20172133,Vic,6,2017,Thursday,15.10,Single,1,No,No,No,110,Inner Regional Australia,Hume,Strathbogie (S),National or State Highway,No,No,Weekday,Day
20176016,Tas,6,2017,Thursday,9.20,Multiple,1,Yes,No,No,60,Inner Regional Australia,Launceston and North East,Launceston (C),Sub-arterial Road,No,No,Weekday,Day
20171063,NSW,6,2017,Thursday,14.15,Single,1,No,No,No,110,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway,No,No,Weekday,Day
20173138,Qld,6,2017,Thursday,17.00,Multiple,1,No,No,No,5,,,,,No,No,Weekday,Day
20175007,WA,6,2017,Thursday,9.20,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20171070,NSW,6,2017,Wednesday,8.40,Multiple,1,No,Yes,No,100,Inner Regional Australia,Riverina,Snowy Valleys,National or State Highway,No,No,Weekday,Day
20172009,Vic,6,2017,Friday,16.10,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),Local Road,No,No,Weekday,Day
20175091,WA,6,2017,Thursday,7.00,Single,1,No,Yes,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Albany (C),National or State Highway,No,No,Weekday,Day
20173195,Qld,6,2017,Tuesday,16.00,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20171310,NSW,6,2017,Monday,15.45,Multiple,1,No,No,No,80,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,Weekday,Day
20172065,Vic,6,2017,Friday,17.10,Single,1,No,No,No,80,Inner Regional Australia,Melbourne - North East,Murrindindi (S),Arterial Road,No,No,Weekday,Day
20173100,Qld,6,2017,Wednesday,17.00,Single,1,No,No,No,80,,,,,No,No,Weekday,Day
20173126,Qld,6,2017,Friday,6.00,Multiple,1,No,Yes,No,80,,,,,No,No,Weekday,Day
20171246,NSW,6,2017,Thursday,12.55,Multiple,2,No,No,Yes,110,Outer Regional Australia,Murray,Edward River,National or State Highway,No,No,Weekday,Day
20171143,NSW,6,2017,Wednesday,8.10,Multiple,1,No,No,No,50,Inner Regional Australia,Richmond - Tweed,Kyogle,Local Road,No,No,Weekday,Day
20172094,Vic,6,2017,Wednesday,7.51,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Sub-arterial Road,No,No,Weekday,Day
20175011,WA,6,2017,Friday,15.00,Multiple,2,No,No,Yes,40,Very Remote Australia,Western Australia - Outback (North),Port Hedland (T),National or State Highway,No,No,Weekday,Day
20172232,Vic,6,2017,Saturday,21.15,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Casey (C),Local Road,No,No,Weekend,Night
20174024,SA,6,2017,Tuesday,21.30,Single,1,No,No,No,40,Major Cities of Australia,Adelaide - South,Mitcham (C),National or State Highway,No,No,Weekday,Night
20173226,Qld,6,2017,Wednesday,20.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20173041,Qld,6,2017,Monday,19.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
20173090,Qld,6,2017,Monday,19.00,Single,1,Yes,No,No,50,,,,,No,No,Weekday,Night
20171253,NSW,6,2017,Saturday,12.39,Single,1,No,No,No,50,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,Weekend,Day
20172078,Vic,6,2017,Wednesday,13.50,Single,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Arterial Road,No,No,Weekday,Day
20172014,Vic,6,2017,Friday,14.19,Single,1,No,No,Yes,50,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No,Weekday,Day
20177011,NT,6,2017,Tuesday,6.15,Single,1,Yes,No,No,80,Very Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road,No,No,Weekday,Day
20171158,NSW,6,2017,Tuesday,17.20,Single,1,No,No,No,50,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road,No,No,Weekday,Day
20175143,WA,6,2017,Tuesday,16.35,Single,1,No,No,No,60,Major Cities of Australia,Perth - North East,Bassendean (T),Local Road,No,No,Weekday,Day
20173056,Qld,6,2017,Friday,11.00,Single,1,No,No,No,50,,,,,No,No,Weekday,Day
20171297,NSW,6,2017,Friday,10.10,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Local Road,No,No,Weekday,Day
